time_s,altitude_m,velocity_ms,mass_kg,fuel_kg,theta_rad,alpha_rad
97.5,3495.45,51.8343,154223,777.14,1.08795,0.0697778
97.6,3500.05,51.2638,154222,777.937,1.08261,0.0697778
97.7,3504.57,50.6959,154221,778.734,1.07706,0.0697778
97.8,3509.04,50.1307,154220,779.531,1.07128,0.0697778
97.9,3513.44,49.5683,154220,780.328,1.06526,0.0697778
98,3517.77,49.0089,154219,781.125,1.05901,0.0697778
98.1,3522.05,48.4526,154218,781.922,1.0525,0.0697778
98.2,3526.26,47.8996,154217,782.719,1.04574,0.0697778
98.3,3530.4,47.35,154216,783.517,1.03872,0.0697778
98.4,3534.48,46.804,154216,784.314,1.03143,0.0697778
98.5,3538.5,46.2618,154215,785.111,1.02385,0.0697778
98.6,3542.45,45.7235,154214,785.908,1.01598,0.0697778
98.7,3546.34,45.1894,154213,786.705,1.00781,0.0697778
98.8,3550.16,44.6596,154212,787.502,0.99933,0.0697778
98.9,3553.91,44.1344,154212,788.299,0.990529,0.0697778
99,3557.6,43.614,154211,789.096,0.981397,0.0697778
99.1,3561.23,43.0987,154210,789.893,0.971922,0.0697778
99.2,3564.79,42.5886,154209,790.69,0.962094,0.0697778
99.3,3568.28,42.0842,154209,791.487,0.951901,0.0697778
99.4,3571.71,41.5856,154208,792.284,0.941332,0.0697778
99.5,3575.07,41.0931,154207,793.081,0.930375,0.0697778
99.6,3578.37,40.6071,154206,793.878,0.919017,0.0697778
99.7,3581.6,40.1279,154205,794.675,0.907247,0.0697778
99.8,3584.76,39.6559,154205,795.473,0.895051,0.0697778
99.9,3587.85,39.1914,154204,796.27,0.882418,0.0697778
100,3590.88,38.7347,154203,797.067,0.869335,0.0697778
100.1,3593.84,38.2864,154202,797.864,0.855789,0.0697778
100.2,3596.73,37.8468,154201,798.661,0.841767,0.0697778
100.3,3599.55,37.4163,154201,799.458,0.827258,0.0697778
100.4,3602.31,36.9955,154200,800.255,0.81225,0.0697778
100.5,3604.99,36.5848,154199,801.052,0.79673,0.0697778
100.6,3607.61,36.1847,154198,801.849,0.780687,0.0697778
100.7,3610.15,35.7958,154197,802.646,0.764112,0.0697778
100.8,3612.63,35.4186,154197,803.443,0.746993,0.0697778
100.9,3615.04,35.0537,154196,804.24,0.729323,0.0697778
101,3617.37,34.7016,154195,805.037,0.711092,0.0697778
101.1,3619.64,34.3631,154194,805.834,0.692296,0.0697778
101.2,3621.83,34.0387,154193,806.631,0.672928,0.0697778
101.3,3623.95,33.729,154193,807.429,0.652985,0.0697778
101.4,3626,33.4349,154192,808.226,0.632466,0.0697778
101.5,3627.98,33.1569,154191,809.023,0.611371,0.0697778
101.6,3629.88,32.8958,154190,809.82,0.589703,0.0697778
101.7,3631.71,32.6522,154189,810.617,0.567467,0.0697778
101.8,3633.47,32.427,154189,811.414,0.544671,0.0697778
101.9,3635.15,32.2207,154188,812.211,0.521326,0.0697778
102,3636.75,32.0342,154187,813.008,0.497446,0.0697778
102.1,3638.28,31.8683,154186,813.805,0.473049,0.0697778
102.2,3639.73,31.7234,154185,814.602,0.448155,0.0697778
102.3,3641.11,31.6005,154185,815.399,0.422788,0.0697778
102.4,3642.4,31.5002,154184,816.196,0.396976,0.0697778
102.5,3643.62,31.4231,154183,816.993,0.37075,0.0697778
102.6,3644.76,31.3699,154182,817.79,0.344143,0.0697778
102.7,3645.82,31.3412,154181,818.587,0.317194,0.0697778
102.8,3646.79,31.3374,154181,819.385,0.289943,0.0697778
102.9,3647.69,31.3592,154180,820.182,0.262433,0.0697778
103,3648.5,31.4069,154179,820.979,0.234709,0.0697778
103.1,3649.23,31.481,154178,821.776,0.20682,0.0697778
103.2,3649.88,31.5818,154177,822.573,0.178815,0.0697778
103.3,3650.44,31.7095,154177,823.37,0.150744,0.0697778
103.4,3650.92,31.8643,154176,824.167,0.122659,0.0697778
103.5,3651.31,32.0465,154175,824.964,0.0946093,0.0697778
103.6,3651.61,32.256,154174,825.761,0.0666472,0.0697778
103.7,3651.83,32.4927,154173,826.558,0.0388222,0.0697778
103.8,3651.95,32.7568,154173,827.355,0.011183,0.0697778
103.9,3651.99,33.0478,154172,828.152,-0.0162239,0.0697778
104,3651.93,33.3658,154171,828.949,-0.0433539,0.0697778
104.1,3651.79,33.7102,154170,829.746,-0.070165,0.0697778
104.2,3651.55,34.0809,154169,830.543,-0.0966184,0.0697778
104.3,3651.23,34.4774,154169,831.341,-0.122678,0.0697778
104.4,3650.8,34.8993,154168,832.138,-0.148311,0.0697778
104.5,3650.29,35.346,154167,832.935,-0.173489,0.0697778
104.6,3649.68,35.817,154166,833.732,-0.198185,0.0697778
104.7,3648.97,36.3118,154165,834.529,-0.222377,0.0697778
104.8,3648.17,36.8297,154165,835.326,-0.246046,0.0697778
104.9,3647.27,37.3701,154164,836.123,-0.269177,0.0697778
105,3646.28,37.9323,154163,836.92,-0.291756,0.0697778
105.1,3645.19,38.5158,154162,837.717,-0.313774,0.0697778
105.2,3644,39.1197,154161,838.514,-0.335224,0.0697778
105.3,3642.71,39.7435,154161,839.311,-0.356102,0.0697778
105.4,3641.33,40.3865,154160,840.108,-0.376406,0.0697778
105.5,3639.84,41.048,154159,840.905,-0.396137,0.0697778
105.6,3638.26,41.7272,154158,841.702,-0.415295,0.0697778
105.7,3636.58,42.4237,154158,842.499,-0.433885,0.0697778
105.8,3634.79,43.1366,154157,843.297,-0.451913,0.0697778
105.9,3632.91,43.8653,154156,844.094,-0.469385,0.0697778
106,3630.92,44.6093,154155,844.891,-0.48631,0.0697778
106.1,3628.84,45.3679,154154,845.688,-0.502694,0.0697778
106.2,3626.65,46.1405,154154,846.485,-0.518549,0.0697778
106.3,3624.37,46.9265,154153,847.282,-0.533885,0.0697778
106.4,3621.98,47.7253,154152,848.079,-0.548712,0.0697778
106.5,3619.49,48.5365,154151,848.876,-0.563041,0.0697778
106.6,3616.9,49.3594,154150,849.673,-0.576884,0.0697778
106.7,3614.21,50.1936,154150,850.47,-0.590253,0.0697778
106.8,3611.41,51.0385,154149,851.267,-0.603159,0.0697778
106.9,3608.52,51.8938,154148,852.064,-0.615614,0.0697778
107,3605.52,52.7588,154147,852.861,-0.627629,0.0697778
107.1,3602.42,53.6333,154146,853.658,-0.639217,0.0697778
107.2,3599.22,54.5167,154146,854.455,-0.650389,0.0697778
107.3,3595.92,55.4086,154145,855.253,-0.661157,0.0697778
107.4,3592.52,56.3087,154144,856.05,-0.671531,0.0697778
107.5,3589.02,57.2166,154143,856.847,-0.681522,0.0697778
107.6,3585.41,58.1319,154142,857.644,-0.691142,0.0697778
107.7,3581.71,59.0543,154142,858.441,-0.700401,0.0697778
107.8,3577.9,59.9834,154141,859.238,-0.709309,0.0697778
107.9,3573.99,60.9189,154140,860.035,-0.717876,0.0697778
108,3569.99,61.8606,154139,860.832,-0.726112,0.0697778
108.1,3565.88,62.808,154138,861.629,-0.734026,0.0697778
108.2,3561.67,63.761,154138,862.426,-0.741627,0.0697778
108.3,3557.37,64.7192,154137,863.223,-0.748923,0.0697778
108.4,3552.96,65.6824,154136,864.02,-0.755925,0.0697778
108.5,3548.45,66.6504,154135,864.817,-0.762639,0.0697778
108.6,3543.85,67.6228,154134,865.614,-0.769073,0.0697778
108.7,3539.15,68.5995,154134,866.411,-0.775236,0.0697778
108.8,3534.35,69.5802,154133,867.209,-0.781134,0.0697778
108.9,3529.45,70.5648,154132,868.006,-0.786775,0.0697778
109,3524.45,71.553,154131,868.803,-0.792166,0.0697778
109.1,3519.36,72.5446,154130,869.6,-0.797312,0.0697778
109.2,3514.17,73.5394,154130,870.397,-0.802222,0.0697778
109.3,3508.88,74.5372,154129,871.194,-0.8069,0.0697778
109.4,3503.5,75.5379,154128,871.991,-0.811352,0.0697778
109.5,3498.02,76.5413,154127,872.788,-0.815585,0.0697778
109.6,3492.44,77.5471,154126,873.585,-0.819603,0.0697778
109.7,3486.78,78.5554,154126,874.382,-0.823412,0.0697778
109.8,3481.02,79.5658,154125,875.179,-0.827017,0.0697778
109.9,3475.16,80.5782,154124,875.976,-0.830423,0.0697778
110,3469.21,81.5926,154123,876.773,-0.833635,0.0697778
110.1,3463.17,82.6087,154122,877.57,-0.836656,0.0697778
110.2,3457.04,83.6264,154122,878.367,-0.839492,0.0697778
110.3,3450.81,84.6456,154121,879.165,-0.842147,0.0697778
110.4,3444.5,85.6662,154120,879.962,-0.844624,0.0697778
110.5,3438.09,86.6879,154119,880.759,-0.846927,0.0697778
110.6,3431.6,87.7108,154118,881.556,-0.84906,0.0697778
110.7,3425.01,88.7347,154118,882.353,-0.851027,0.0697778
110.8,3418.34,89.7594,154117,883.15,-0.852831,0.0697778
110.9,3411.58,90.7848,154116,883.947,-0.854476,0.0697778
111,3404.73,91.811,154115,884.744,-0.855964,0.0697778
111.1,3397.8,92.8376,154114,885.541,-0.857299,0.0697778
111.2,3390.78,93.8646,154114,886.338,-0.858484,0.0697778
111.3,3383.68,94.892,154113,887.135,-0.859521,0.0697778
111.4,3376.49,95.9196,154112,887.932,-0.860414,0.0697778
111.5,3369.22,96.9473,154111,888.729,-0.861164,0.0697778
111.6,3361.86,97.9751,154110,889.526,-0.861775,0.0697778
111.7,3354.43,99.0028,154110,890.323,-0.862248,0.0697778
111.8,3346.91,100.03,154109,891.121,-0.862587,0.0697778
111.9,3339.31,101.058,154108,891.918,-0.862794,0.0697778
112,3331.63,102.084,154107,892.715,-0.86287,0.0697778
112.1,3323.88,103.111,154106,893.512,-0.862819,0.0697778
112.2,3316.05,104.137,154106,894.309,-0.862641,0.0697778
112.3,3308.14,105.162,154105,895.106,-0.86234,0.0697778
112.4,3300.15,106.187,154104,895.903,-0.861916,0.0697778
112.5,3292.09,107.211,154103,896.7,-0.861372,0.0697778
112.6,3283.95,108.234,154103,897.497,-0.86071,0.0697778
112.7,3275.75,109.256,154102,898.294,-0.85993,0.0697778
112.8,3267.47,110.277,154101,899.091,-0.859036,0.0697778
112.9,3259.12,111.297,154100,899.888,-0.858029,0.0697778
113,3250.7,112.316,154099,900.685,-0.856909,0.0697778
113.1,3242.21,113.333,154099,901.482,-0.85568,0.0697778
113.2,3233.65,114.349,154098,902.279,-0.854341,0.0697778
113.3,3225.03,115.364,154097,903.077,-0.852895,0.0697778
113.4,3216.34,116.378,154096,903.874,-0.851343,0.0697778
113.5,3207.59,117.389,154095,904.671,-0.849686,0.0697778
113.6,3198.77,118.399,154095,905.468,-0.847926,0.0697778
113.7,3189.89,119.408,154094,906.265,-0.846063,0.0697778
113.8,3180.95,120.414,154093,907.062,-0.8441,0.0697778
113.9,3171.95,121.419,154092,907.859,-0.842036,0.0697778
114,3162.89,122.422,154091,908.656,-0.839874,0.0697778
114.1,3153.78,123.423,154091,909.453,-0.837615,0.0697778
114.2,3144.61,124.422,154090,910.25,-0.835259,0.0697778
114.3,3135.38,125.418,154089,911.047,-0.832807,0.0697778
114.4,3126.1,126.413,154088,911.844,-0.830261,0.0697778
114.5,3116.77,127.405,154087,912.641,-0.827622,0.0697778
114.6,3107.39,128.395,154087,913.438,-0.82489,0.0697778
114.7,3097.96,129.382,154086,914.235,-0.822066,0.0697778
114.8,3088.48,130.367,154085,915.033,-0.819152,0.0697778
114.9,3078.96,131.349,154084,915.83,-0.816148,0.0697778
115,3069.39,132.329,154083,916.627,-0.813056,0.0697778
115.1,3059.78,133.305,154083,917.424,-0.809875,0.0697778
115.2,3050.12,134.28,154082,918.221,-0.806607,0.0697778
115.3,3040.43,135.251,154081,919.018,-0.803252,0.0697778
115.4,3030.7,136.219,154080,919.815,-0.799812,0.0697778
115.5,3020.93,137.184,154079,920.612,-0.796287,0.0697778
115.6,3011.12,138.147,154079,921.409,-0.792678,0.0697778
115.7,3001.28,139.106,154078,922.206,-0.788986,0.0697778
115.8,2991.41,140.062,154077,923.003,-0.78521,0.0697778
115.9,2981.51,141.015,154076,923.8,-0.781353,0.0697778
116,2971.58,141.964,154075,924.597,-0.777415,0.0697778
116.1,2961.62,142.91,154075,925.394,-0.773395,0.0697778
116.2,2951.64,143.852,154074,926.191,-0.769296,0.0697778
116.3,2941.63,144.791,154073,926.989,-0.765117,0.0697778
116.4,2931.6,145.726,154072,927.786,-0.76086,0.0697778
116.5,2921.55,146.658,154071,928.583,-0.756525,0.0697778
116.6,2911.49,147.585,154071,929.38,-0.752112,0.0697778
116.7,2901.4,148.509,154070,930.177,-0.747622,0.0697778
116.8,2891.31,149.429,154069,930.974,-0.743056,0.0697778
116.9,2881.2,150.345,154068,931.771,-0.738414,0.0697778
117,2871.08,151.257,154067,932.568,-0.733697,0.0697778
117.1,2860.95,152.165,154067,933.365,-0.728905,0.0697778
117.2,2850.81,153.069,154066,934.162,-0.724039,0.0697778
117.3,2840.67,153.968,154065,934.959,-0.7191,0.0697778
117.4,2830.53,154.863,154064,935.756,-0.714088,0.0697778
117.5,2820.39,155.754,154063,936.553,-0.709004,0.0697778
117.6,2810.25,156.64,154063,937.35,-0.703847,0.0697778
117.7,2800.11,157.521,154062,938.147,-0.698619,0.0697778
117.8,2789.98,158.398,154061,938.945,-0.693321,0.0697778
117.9,2779.86,159.27,154060,939.742,-0.687952,0.0697778
118,2769.74,160.138,154059,940.539,-0.682513,0.0697778
118.1,2759.64,161,154059,941.336,-0.677005,0.0697778
118.2,2749.56,161.858,154058,942.133,-0.671428,0.0697778
118.3,2739.49,162.711,154057,942.93,-0.665783,0.0697778
118.4,2729.44,163.558,154056,943.727,-0.66007,0.0697778
118.5,2719.41,164.401,154055,944.524,-0.65429,0.0697778
118.6,2709.4,165.238,154055,945.321,-0.648443,0.0697778
118.7,2699.42,166.07,154054,946.118,-0.64253,0.0697778
118.8,2689.47,166.897,154053,946.915,-0.63655,0.0697778
118.9,2679.55,167.718,154052,947.712,-0.630506,0.0697778
119,2669.66,168.533,154051,948.509,-0.624397,0.0697778
119.1,2659.81,169.344,154051,949.306,-0.618223,0.0697778
119.2,2650,170.148,154050,950.103,-0.611985,0.0697778
119.3,2640.22,170.947,154049,950.901,-0.605684,0.0697778
119.4,2630.49,171.74,154048,951.698,-0.59932,0.0697778
119.5,2620.8,172.527,154048,952.495,-0.592894,0.0697778
119.6,2611.16,173.308,154047,953.292,-0.586405,0.0697778
119.7,2601.57,174.083,154046,954.089,-0.579856,0.0697778
119.8,2592.03,174.852,154045,954.886,-0.573245,0.0697778
119.9,2582.55,175.615,154044,955.683,-0.566574,0.0697778
120,2573.12,176.372,154044,956.48,-0.559843,0.0697778
120.1,2563.76,177.122,154043,957.277,-0.553052,0.0697778
120.2,2554.45,177.866,154042,958.074,-0.546203,0.0697778
120.3,2545.21,178.604,154041,958.871,-0.539294,0.0697778
120.4,2536.04,179.335,154040,959.668,-0.532328,0.0697778
120.5,2526.94,180.059,154040,960.465,-0.525305,0.0697778
120.6,2517.91,180.777,154039,961.262,-0.518224,0.0697778
120.7,2508.96,181.488,154038,962.059,-0.511087,0.0697778
120.8,2500.08,182.192,154037,962.857,-0.503894,0.0697778
120.9,2491.28,182.89,154036,963.654,-0.496646,0.0697778
121,2482.57,183.58,154036,964.451,-0.489343,0.0697778
121.1,2473.94,184.264,154035,965.248,-0.481985,0.0697778
121.2,2465.4,184.94,154034,966.045,-0.474573,0.0697778
121.3,2456.95,185.609,154033,966.842,-0.467108,0.0697778
121.4,2448.59,186.272,154032,967.639,-0.45959,0.0697778
121.5,2440.33,186.926,154032,968.436,-0.45202,0.0697778
121.6,2432.16,187.574,154031,969.233,-0.444398,0.0697778
121.7,2424.1,188.214,154030,970.03,-0.436725,0.0697778
121.8,2416.14,188.846,154029,970.827,-0.429001,0.0697778
121.9,2408.28,189.472,154028,971.624,-0.421227,0.0697778
122,2400.53,190.089,154028,972.421,-0.413403,0.0697778
122.1,2392.9,190.699,154027,973.218,-0.405531,0.0697778
122.2,2385.37,191.301,154026,974.015,-0.39761,0.0697778
122.3,2377.97,191.895,154025,974.813,-0.389641,0.0697778
122.4,2370.68,192.482,154024,975.61,-0.381625,0.0697778
122.5,2363.51,193.06,154024,976.407,-0.373561,0.0697778
122.6,2356.46,193.631,154023,977.204,-0.365452,0.0697778
122.7,2349.54,194.193,154022,978.001,-0.357298,0.0697778
122.8,2342.75,194.748,154021,978.798,-0.349098,0.0697778
122.9,2336.09,195.294,154020,979.595,-0.340854,0.0697778
123,2329.56,195.832,154020,980.392,-0.332566,0.0697778
123.1,2323.17,196.362,154019,981.189,-0.324234,0.0697778
123.2,2316.91,196.884,154018,981.986,-0.315861,0.0697778
123.3,2310.8,197.397,154017,982.783,-0.307445,0.0697778
123.4,2304.82,197.902,154016,983.58,-0.298988,0.0697778
123.5,2298.99,198.398,154016,984.377,-0.29049,0.0697778
123.6,2293.31,198.886,154015,985.174,-0.281952,0.0697778
123.7,2287.78,199.365,154014,985.971,-0.273374,0.0697778
123.8,2282.39,199.836,154013,986.769,-0.264758,0.0697778
123.9,2277.17,200.297,154012,987.566,-0.256103,0.0697778
124,2272.09,200.751,154012,988.363,-0.247411,0.0697778
124.1,2267.18,201.195,154011,989.16,-0.238682,0.0697778
124.2,2262.42,201.631,154010,989.957,-0.229917,0.0697778
124.3,2257.82,202.057,154009,990.754,-0.221115,0.0697778
124.4,2253.39,202.475,154008,991.551,-0.212279,0.0697778
124.5,2249.13,202.884,154008,992.348,-0.203409,0.0697778
124.6,2245.03,203.284,154007,993.145,-0.194505,0.0697778
124.7,2241.1,203.675,154006,993.942,-0.185568,0.0697778
124.8,2237.34,204.057,154005,994.739,-0.176599,0.0697778
124.9,2233.76,204.43,154004,995.536,-0.167598,0.0697778
125,2230.35,204.794,154004,996.333,-0.158566,0.0697778
125.1,2227.11,205.148,154003,997.13,-0.149503,0.0697778
125.2,2224.06,205.494,154002,997.927,-0.140412,0.0697778
125.3,2221.18,205.83,154001,998.725,-0.131291,0.0697778
125.4,2218.49,206.157,154000,999.522,-0.122142,0.0697778
125.5,2215.97,206.474,154000,1000.32,-0.112965,0.0697778
125.6,2213.65,206.783,153999,1001.12,-0.103762,0.0697778
125.7,2211.5,207.082,153998,1001.91,-0.0945325,0.0697778
125.8,2209.55,207.372,153997,1002.71,-0.0852776,0.0697778
125.9,2207.78,207.652,153996,1003.51,-0.075998,0.0697778
126,2206.21,207.923,153996,1004.3,-0.0666943,0.0697778
126.1,2204.82,208.184,153995,1005.1,-0.0573674,0.0697778
126.2,2203.63,208.437,153994,1005.9,-0.0480178,0.0697778
126.3,2202.63,208.679,153993,1006.7,-0.0386463,0.0697778
126.4,2201.82,208.913,153993,1007.49,-0.0292536,0.0697778
126.5,2201.21,209.136,153992,1008.29,-0.0198405,0.0697778
126.6,2200.8,209.351,153991,1009.09,-0.0104075,0.0697778
126.7,2200.58,209.556,153990,1009.88,-0.000955543,0.0697778
126.8,2200.56,209.751,153989,1010.68,0.00851479,0.0697778
126.9,2200.74,209.937,153989,1011.48,0.0180028,0.0697778
127,2201.11,210.113,153988,1012.27,0.0275076,0.0697778
127.1,2201.69,210.28,153987,1013.07,0.0370287,0.0697778
127.2,2202.47,210.437,153986,1013.87,0.0465653,0.0697778
127.3,2203.45,210.585,153985,1014.67,0.0561167,0.0697778
127.4,2204.63,210.723,153985,1015.46,0.0656821,0.0697778
127.5,2206.01,210.852,153984,1016.26,0.0752609,0.0697778
127.6,2207.6,210.972,153983,1017.06,0.0848523,0.0697778
127.7,2209.39,211.082,153982,1017.85,0.0944557,0.0697778
127.8,2211.38,211.182,153981,1018.65,0.10407,0.0697778
127.9,2213.57,211.273,153981,1019.45,0.113696,0.0697778
128,2215.97,211.354,153980,1020.25,0.123331,0.0697778
128.1,2218.57,211.426,153979,1021.04,0.132975,0.0697778
128.2,2221.37,211.489,153978,1021.84,0.142627,0.0697778
128.3,2224.38,211.542,153977,1022.64,0.152287,0.0697778
128.4,2227.59,211.586,153977,1023.43,0.161955,0.0697778
128.5,2231,211.62,153976,1024.23,0.171629,0.0697778
128.6,2234.61,211.645,153975,1025.03,0.181308,0.0697778
128.7,2238.43,211.661,153974,1025.82,0.190992,0.0697778
128.8,2242.45,211.667,153973,1026.62,0.200681,0.0697778
128.9,2246.67,211.665,153973,1027.42,0.210373,0.0697778
129,2251.09,211.652,153972,1028.22,0.220068,0.0697778
129.1,2255.71,211.631,153971,1029.01,0.229766,0.0697778
129.2,2260.53,211.601,153970,1029.81,0.239465,0.0697778
129.3,2265.55,211.561,153969,1030.61,0.249165,0.0697778
129.4,2270.76,211.512,153969,1031.4,0.258866,0.0697778
129.5,2276.18,211.454,153968,1032.2,0.268566,0.0697778
129.6,2281.79,211.387,153967,1033,0.278265,0.0697778
129.7,2287.59,211.311,153966,1033.8,0.287963,0.0697778
129.8,2293.6,211.226,153965,1034.59,0.297658,0.0697778
129.9,2299.79,211.132,153965,1035.39,0.307351,0.0697778
130,2306.18,211.029,153964,1036.19,0.31704,0.0697778
130.1,2312.76,210.917,153963,1036.98,0.326725,0.0697778
130.2,2319.53,210.797,153962,1037.78,0.336405,0.0697778
130.3,2326.49,210.667,153961,1038.58,0.34608,0.0697778
130.4,2333.63,210.529,153961,1039.37,0.355749,0.0697778
130.5,2340.96,210.383,153960,1040.17,0.365412,0.0697778
130.6,2348.48,210.227,153959,1040.97,0.375068,0.0697778
130.7,2356.18,210.063,153958,1041.77,0.384715,0.0697778
130.8,2364.07,209.891,153957,1042.56,0.394355,0.0697778
130.9,2372.13,209.71,153957,1043.36,0.403986,0.0697778
131,2380.37,209.52,153956,1044.16,0.413608,0.0697778
131.1,2388.79,209.322,153955,1044.95,0.42322,0.0697778
131.2,2397.39,209.116,153954,1045.75,0.432822,0.0697778
131.3,2406.16,208.902,153953,1046.55,0.442412,0.0697778
131.4,2415.11,208.679,153953,1047.35,0.451991,0.0697778
131.5,2424.22,208.449,153952,1048.14,0.461559,0.0697778
131.6,2433.5,208.21,153951,1048.94,0.471114,0.0697778
131.7,2442.95,207.963,153950,1049.74,0.480656,0.0697778
131.8,2452.57,207.708,153949,1050.53,0.490184,0.0697778
131.9,2462.35,207.445,153949,1051.33,0.499699,0.0697778
132,2472.29,207.175,153948,1052.13,0.509199,0.0697778
132.1,2482.39,206.897,153947,1052.93,0.518685,0.0697778
132.2,2492.64,206.611,153946,1053.72,0.528155,0.0697778
132.3,2503.06,206.317,153945,1054.52,0.53761,0.0697778
132.4,2513.62,206.016,153945,1055.32,0.547048,0.0697778
132.5,2524.34,205.707,153944,1056.11,0.55647,0.0697778
132.6,2535.2,205.391,153943,1056.91,0.565875,0.0697778
132.7,2546.21,205.067,153942,1057.71,0.575263,0.0697778
132.8,2557.37,204.736,153941,1058.5,0.584633,0.0697778
132.9,2568.67,204.398,153941,1059.3,0.593985,0.0697778
133,2580.11,204.052,153940,1060.1,0.603318,0.0697778
133.1,2591.69,203.7,153939,1060.9,0.612632,0.0697778
133.2,2603.4,203.341,153938,1061.69,0.621928,0.0697778
133.3,2615.25,202.974,153938,1062.49,0.631203,0.0697778
133.4,2627.23,202.601,153937,1063.29,0.640459,0.0697778
133.5,2639.33,202.221,153936,1064.08,0.649695,0.0697778
133.6,2651.57,201.834,153935,1064.88,0.65891,0.0697778
133.7,2663.92,201.44,153934,1065.68,0.668104,0.0697778
133.8,2676.4,201.04,153934,1066.48,0.677277,0.0697778
133.9,2689,200.633,153933,1067.27,0.686429,0.0697778
134,2701.72,200.22,153932,1068.07,0.695558,0.0697778
134.1,2714.55,199.801,153931,1068.87,0.704666,0.0697778
134.2,2727.49,199.375,153930,1069.66,0.713752,0.0697778
134.3,2740.54,198.943,153930,1070.46,0.722815,0.0697778
134.4,2753.7,198.504,153929,1071.26,0.731856,0.0697778
134.5,2766.97,198.06,153928,1072.05,0.740874,0.0697778
134.6,2780.33,197.61,153927,1072.85,0.749868,0.0697778
134.7,2793.8,197.153,153926,1073.65,0.758839,0.0697778
134.8,2807.37,196.691,153926,1074.45,0.767787,0.0697778
134.9,2821.03,196.223,153925,1075.24,0.776711,0.0697778
135,2834.78,195.75,153924,1076.04,0.78561,0.0697778
135.1,2848.63,195.271,153923,1076.84,0.794486,0.0697778
135.2,2862.56,194.786,153922,1077.63,0.803338,0.0697778
135.3,2876.58,194.295,153922,1078.43,0.812165,0.0697778
135.4,2890.68,193.8,153921,1079.23,0.820968,0.0697778
135.5,2904.86,193.299,153920,1080.03,0.829746,0.0697778
135.6,2919.12,192.792,153919,1080.82,0.838499,0.0697778
135.7,2933.46,192.281,153918,1081.62,0.847228,0.0697778
135.8,2947.87,191.764,153918,1082.42,0.855931,0.0697778
135.9,2962.35,191.243,153917,1083.21,0.86461,0.0697778
136,2976.9,190.716,153916,1084.01,0.873263,0.0697778
136.1,2991.52,190.185,153915,1084.81,0.881891,0.0697778
136.2,3006.2,189.649,153914,1085.6,0.890494,0.0697778
136.3,3020.94,189.108,153914,1086.4,0.899071,0.0697778
136.4,3035.75,188.562,153913,1087.2,0.907623,0.0697778
136.5,3050.61,188.012,153912,1088,0.91615,0.0697778
136.6,3065.52,187.457,153911,1088.79,0.924651,0.0697778
136.7,3080.49,186.898,153910,1089.59,0.933127,0.0697778
136.8,3095.5,186.334,153910,1090.39,0.941578,0.0697778
136.9,3110.57,185.766,153909,1091.18,0.950003,0.0697778
137,3125.68,185.194,153908,1091.98,0.958402,0.0697778
137.1,3140.83,184.618,153907,1092.78,0.966776,0.0697778
137.2,3156.03,184.037,153906,1093.58,0.975125,0.0697778
137.3,3171.26,183.453,153906,1094.37,0.983449,0.0697778
137.4,3186.53,182.865,153905,1095.17,0.991747,0.0697778
137.5,3201.84,182.273,153904,1095.97,1.00002,0.0697778
137.6,3217.18,181.677,153903,1096.76,1.00827,0.0697778
137.7,3232.55,181.077,153902,1097.56,1.01649,0.0697778
137.8,3247.94,180.473,153902,1098.36,1.02469,0.0697778
137.9,3263.36,179.866,153901,1099.15,1.03286,0.0697778
138,3278.81,179.256,153900,1099.95,1.04101,0.0697778
138.1,3294.28,178.642,153899,1100.75,1.04913,0.0697778
138.2,3309.77,178.025,153898,1101.55,1.05723,0.0697778
138.3,3325.27,177.404,153898,1102.34,1.06531,0.0697778
138.4,3340.79,176.78,153897,1103.14,1.07336,0.0697778
138.5,3356.33,176.153,153896,1103.94,1.08138,0.0697778
138.6,3371.88,175.523,153895,1104.73,1.08939,0.0697778
138.7,3387.43,174.89,153894,1105.53,1.09737,0.0697778
138.8,3403,174.253,153894,1106.33,1.10532,0.0697778
138.9,3418.57,173.614,153893,1107.13,1.11325,0.0697778
139,3434.15,172.972,153892,1107.92,1.12116,0.0697778
139.1,3449.73,172.327,153891,1108.72,1.12905,0.0697778
139.2,3465.3,171.68,153890,1109.52,1.13691,0.0697778
139.3,3480.88,171.029,153890,1110.31,1.14475,0.0697778
139.4,3496.45,170.376,153889,1111.11,1.15257,0.0697778
139.5,3512.02,169.721,153888,1111.91,1.16036,0.0697778
139.6,3527.59,169.063,153887,1112.71,1.16814,0.0697778
139.7,3543.14,168.403,153886,1113.5,1.17589,0.0697778
139.8,3558.68,167.74,153886,1114.3,1.18362,0.0697778
139.9,3574.22,167.075,153885,1115.1,1.19133,0.0697778
140,3589.74,166.408,153884,1115.89,1.19902,0.0697778
140.1,3605.24,165.739,153883,1116.69,1.20668,0.0697778
140.2,3620.73,165.067,153883,1117.49,1.21433,0.0697778
140.3,3636.2,164.393,153882,1118.28,1.22196,0.0697778
140.4,3651.65,163.718,153881,1119.08,1.22957,0.0697778
140.5,3667.07,163.04,153880,1119.88,1.23716,0.0697778
140.6,3682.48,162.361,153879,1120.68,1.24473,0.0697778
140.7,3697.86,161.68,153879,1121.47,1.25228,0.0697778
140.8,3713.21,160.997,153878,1122.27,1.25981,0.0697778
140.9,3728.54,160.312,153877,1123.07,1.26732,0.0697778
141,3743.84,159.625,153876,1123.86,1.27482,0.0697778
